Date,type_of_car,Base_Loss_USD,flood_risk_flag,Prob_Cover_Deploy,Depreciation_Timeline_months,Expected_Loss_USD
29/09/2017,Sedan,23474,0,0.51,45,16483.35
30/09/2017,SUV,49767,0,0.42,84,33090.93
01/10/2017,Truck,48596,0,0.59,41,39062.96
02/10/2017,MISC_VEHICLE,58941,0,0.26,33,44423.88
03/10/2017,Van,42627,0,0.19,12,24205.83
04/10/2017,Crossover,32329,0,0.2,23,22036.6
05/10/2017,SUV,50483,0,0.62,28,37809.92
06/10/2017,Pickup,46841,0,0.29,45,28776.12
07/10/2017,Coupe,66297,0,0.36,55,51035.25
08/10/2017,Coupe,49696,0,0.47,14,34439.33
09/10/2017,Crossover,40813,0,0.14,59,27065.35
10/10/2017,???,41058,0,0.54,63,30169.55
11/10/2017,Hatchback,30166,0,0.41,15,25776.43
12/10/2017,Truck,45058,0,0.36,51,32006.71
13/10/2017,Coupe,77453,0,0.27,13,53045.62
14/10/2017,Van,41432,0,0.46,33,24392.33
15/10/2017,Convertible,69658,0,0.51,80,46842.52
16/10/2017,Convertible,44603,0,0.7,23,34794.07
17/10/2017,Crossover,30436,0,0.07,16,20924.46
18/10/2017,Convertible,46676,0,0.46,45,32373.3
19/10/2017,Convertible,67793,0,0.09,43,38665.35
20/10/2017,SUV,41480,0,0.41,50,29645.08
21/10/2017,Coupe,45840,0,0.7,13,38052.2
22/10/2017,N/A,54579,0,0.25,83,38595.37
23/10/2017,Van,35137,0,0.35,29,29105.2
24/10/2017,Hatchback,30552,0,0.32,21,20163.56
25/10/2017,Unknown,45669,0,0.23,46,26695.16
26/10/2017,SUV,47075,0,0.22,80,30463.27
27/10/2017,Hatchback,27581,0,0.34,38,16294.34
28/10/2017,Convertible,60124,1,0.25,80,48826.69
29/10/2017,SUV,37570,1,0.7,30,32317.54
30/10/2017,Coupe,77897,0,0.4,14,48527.56
31/10/2017,Van,37870,1,0.22,32,25910.41
01/11/2017,Coupe,44533,0,0.1,76,25367.55
02/11/2017,Truck,56144,0,0.55,54,36192.86
03/11/2017,Truck,58904,0,0.59,75,44500.96
04/11/2017,Pickup,42010,1,0.72,47,33537.44
05/11/2017,MISC_VEHICLE,27548,1,0.21,16,19483.05
06/11/2017,Hatchback,21352,0,0.24,37,12949.58
07/11/2017,Sedan,25169,0,0.76,24,20489.89
08/11/2017,Convertible,73823,0,0.61,49,61656.51
09/11/2017,Coupe,52537,1,0.22,82,39476.46
10/11/2017,Hatchback,26910,1,0.61,75,24511.3
11/11/2017,Wagon,33955,0,0.56,20,27526.42
12/11/2017,Crossover,41583,0,0.18,82,25686.74
13/11/2017,Wagon,44040,0,0.16,42,27556.11
14/11/2017,Sedan,28358,0,0.86,40,20934.07
15/11/2017,Wagon,27080,0,0.58,53,21411.19
16/11/2017,Crossover,37505,1,0.46,53,32407.2
17/11/2017,Coupe,53874,1,0.4,81,38906.11
18/11/2017,Crossover,42261,1,0.03,48,33636.55
19/11/2017,Wagon,37908,0,0.25,12,19052.31
20/11/2017,Pickup,47147,0,0.18,75,35143.26
21/11/2017,Crossover,32561,0,0.21,46,24456.19
22/11/2017,Van,46543,0,0.7,65,42359.1
23/11/2017,Pickup,77123,0,0.49,79,63168.27
24/11/2017,Truck,63588,0,0.71,52,44602.92
25/11/2017,Convertible,59217,0,0.84,18,52690.05
26/11/2017,Sedan,29678,1,0.35,82,18671.65
27/11/2017,Van,39772,0,0.19,12,29834.59
28/11/2017,Truck,52777,1,0.29,66,35266.65
29/11/2017,Crossover,29404,1,0.28,33,21648.98
30/11/2017,Van,36279,0,0.21,61,25374.83
01/12/2017,SUV,44853,0,0.14,55,25808.9
02/12/2017,Convertible,46139,0,0.35,71,29942.08
03/12/2017,Pickup,80412,1,0.18,59,59693.13
04/12/2017,N/A,28402,0,0.06,62,19546.43
05/12/2017,Truck,57363,1,0.73,27,51966.47
06/12/2017,Convertible,68249,0,0.39,43,53143.33
07/12/2017,Sedan,28796,0,0.28,29,22014.63
08/12/2017,Pickup,80164,0,0.47,26,53176.5
09/12/2017,Crossover,42303,0,0.52,68,29833.74
10/12/2017,Convertible,48892,1,0.85,73,42216.95
11/12/2017,N/A,65954,0,0.61,31,56145.52
12/12/2017,Pickup,66676,0,0.26,63,46222.15
13/12/2017,SUV,41328,0,0.75,56,29862.32
14/12/2017,Sedan,26913,0,0.2,14,14886.84
15/12/2017,Pickup,46934,0,0.52,79,28100.57
16/12/2017,Convertible,49982,0,0.16,13,28444.57
17/12/2017,Pickup,65087,0,0.45,13,40231.42
18/12/2017,Hatchback,23694,0,0.59,67,17964.18
19/12/2017,Pickup,78763,0,0.11,81,46734.29
20/12/2017,Truck,46969,0,0.43,35,39058.79
21/12/2017,Crossover,40042,0,0.44,29,30066.36
22/12/2017,Wagon,26901,0,0.75,70,21620.36
23/12/2017,Wagon,39942,0,0.64,31,30903.23
24/12/2017,Truck,52520,1,0.13,38,41459.0
25/12/2017,Crossover,39550,0,0.54,71,30016.54
26/12/2017,Truck,56546,0,0.17,34,43155.31
27/12/2017,Wagon,40270,0,0.2,60,23559.39
28/12/2017,Coupe,75268,1,0.67,34,67035.12
29/12/2017,SUV,46565,0,0.8,50,35304.25
30/12/2017,Sedan,25924,0,0.78,57,16091.43
31/12/2017,Crossover,40241,0,0.72,28,33641.35
01/01/2018,Crossover,32239,1,0.29,37,31512.77
02/01/2018,Truck,47523,0,0.09,82,28947.61
03/01/2018,Pickup,83547,0,0.61,20,70805.47
04/01/2018,SUV,41870,1,0.56,45,30497.1
05/01/2018,Truck,55455,1,0.33,75,46881.11
06/01/2018,Truck,64460,1,0.13,16,47035.89
07/01/2018,Pickup,45138,0,0.67,74,33963.47
08/01/2018,N/A,70702,1,0.37,22,63690.12
09/01/2018,Truck,59972,0,0.52,53,42646.32
10/01/2018,Crossover,42229,0,0.28,35,22217.43
11/01/2018,Coupe,40128,0,0.65,36,30647.46
12/01/2018,???,34392,0,0.79,49,25040.44
13/01/2018,Pickup,70924,0,0.7,81,58076.41
14/01/2018,Van,44450,1,0.66,51,37853.02
15/01/2018,Truck,63822,1,0.2,57,53741.92
16/01/2018,Hatchback,35829,1,0.3,77,24623.75
17/01/2018,Sedan,30000,0,0.21,71,16090.74
18/01/2018,Convertible,61252,0,0.53,13,43739.24
19/01/2018,Hatchback,21919,0,0.37,72,14326.79
20/01/2018,SUV,46105,0,0.58,81,29246.42
21/01/2018,Truck,54998,0,0.59,30,43725.4
22/01/2018,Pickup,62473,1,0.59,16,47976.23
23/01/2018,Convertible,54212,0,0.22,64,41782.54
24/01/2018,Hatchback,20616,0,0.57,61,14924.1
25/01/2018,SUV,41732,0,0.75,50,37931.21
26/01/2018,Wagon,49611,1,0.17,61,33764.69
27/01/2018,Error,36096,0,0.69,52,24471.68
28/01/2018,SUV,39236,0,0.49,80,24305.02
29/01/2018,Error,54804,0,0.32,25,34053.73
30/01/2018,Sedan,24015,0,0.5,69,16583.48
31/01/2018,Van,52509,1,0.34,34,46092.17
01/02/2018,Sedan,27483,0,0.42,43,18698.91
02/02/2018,Sedan,30869,0,0.72,45,23481.79
03/02/2018,Van,54150,0,0.77,27,40510.74
04/02/2018,Sedan,25626,0,0.34,51,14867.42
05/02/2018,Truck,57129,0,0.33,43,34981.62
06/02/2018,Wagon,32981,1,0.28,64,26604.8
07/02/2018,Truck,50246,0,0.5,81,34717.26
08/02/2018,Crossover,37148,0,0.66,57,32719.89
09/02/2018,Wagon,52993,1,0.22,28,35988.45
10/02/2018,Van,54646,0,0.08,74,38498.51
11/02/2018,Pickup,71352,0,0.3,48,46278.4
12/02/2018,Truck,50202,0,0.43,41,33767.06
13/02/2018,Truck,59192,1,0.54,30,42674.6
14/02/2018,Hatchback,21708,1,0.12,13,14002.76
15/02/2018,Van,58015,0,0.19,70,37460.72
16/02/2018,N/A,39963,0,0.75,29,34293.0
17/02/2018,N/A,38524,0,0.51,22,25787.42
18/02/2018,Truck,56056,0,0.17,50,36453.06
19/02/2018,Crossover,40687,1,0.66,32,29843.73
20/02/2018,SUV,35607,0,0.15,83,26651.27
21/02/2018,Truck,56435,0,0.24,83,38751.03
22/02/2018,Sedan,31954,0,0.58,78,24190.76
23/02/2018,SUV,33822,0,0.31,18,27704.72
24/02/2018,Sedan,32808,1,0.27,17,21512.78
25/02/2018,Wagon,54255,0,0.15,51,37914.56
26/02/2018,Coupe,75282,0,0.62,68,63346.31
27/02/2018,Wagon,37867,0,0.83,22,29624.45
28/02/2018,Truck,58892,1,0.34,35,56364.73
01/03/2018,Coupe,78544,0,0.43,16,56628.92
02/03/2018,SUV,38278,0,0.55,37,29867.64
03/03/2018,MISC_VEHICLE,37845,0,0.18,73,28072.54
04/03/2018,Hatchback,34268,1,0.16,36,24345.75
05/03/2018,Hatchback,32188,0,0.35,31,18038.71
06/03/2018,Wagon,27575,0,0.46,82,21852.96
07/03/2018,Crossover,32725,0,0.75,52,22692.86
08/03/2018,Crossover,29761,0,0.18,30,17738.56
09/03/2018,Wagon,48167,0,0.59,39,36322.5
10/03/2018,Sedan,31821,0,0.56,59,25489.99
11/03/2018,Coupe,45665,0,0.18,13,28469.31
12/03/2018,SUV,48292,0,0.42,66,40581.92
13/03/2018,Coupe,51752,0,0.58,30,41325.86
14/03/2018,Sedan,24867,0,0.6,80,17488.99
15/03/2018,Wagon,52627,0,0.73,82,44752.71
16/03/2018,Coupe,58320,1,0.36,66,53596.04
17/03/2018,SUV,36606,0,0.47,50,25402.49
18/03/2018,Sedan,24058,0,0.3,51,15119.03
19/03/2018,Sedan,23012,0,0.66,20,17734.46
20/03/2018,Sedan,24849,0,0.45,80,18048.55
21/03/2018,Wagon,49228,0,0.39,68,29543.32
22/03/2018,Wagon,40888,0,0.17,22,24691.82
23/03/2018,Pickup,70550,0,0.43,50,53637.59
24/03/2018,Convertible,60058,0,0.09,15,42163.0
25/03/2018,Wagon,39551,0,0.66,79,28625.38
26/03/2018,Convertible,45097,0,0.59,69,38461.47
27/03/2018,Convertible,51999,0,0.24,73,42016.85
28/03/2018,Wagon,50056,0,0.73,66,45775.55
29/03/2018,Pickup,86568,0,0.49,39,61101.95
30/03/2018,Wagon,43919,0,0.66,84,38012.04
31/03/2018,Pickup,58020,0,0.59,65,45613.79
01/04/2018,Pickup,60678,0,0.52,73,40055.35
02/04/2018,Hatchback,19469,0,0.12,63,14557.86
03/04/2018,Sedan,23435,0,0.44,38,13804.2
04/04/2018,Convertible,45241,1,0.43,31,44051.95
05/04/2018,Truck,61563,0,0.19,64,45058.33
06/04/2018,Van,53765,0,0.28,28,38025.65
07/04/2018,Convertible,65388,1,0.64,29,52466.38
08/04/2018,Coupe,67202,0,0.12,65,40065.79
09/04/2018,Hatchback,26462,0,0.75,42,19244.08
10/04/2018,Wagon,46666,0,0.64,31,38176.82
11/04/2018,Pickup,45558,0,0.44,57,33738.69
12/04/2018,Wagon,31609,0,0.42,61,21129.98
13/04/2018,Coupe,68064,0,0.4,55,42216.22
14/04/2018,Convertible,48081,0,0.34,57,33219.04
15/04/2018,Coupe,52708,0,0.01,45,34431.65
16/04/2018,Sedan,28191,0,0.71,29,26663.06
17/04/2018,Sedan,28015,0,0.23,22,17950.72
18/04/2018,Pickup,56029,1,0.55,65,50207.61
19/04/2018,Wagon,39758,0,0.48,75,21912.94
20/04/2018,Coupe,60802,0,0.8,59,51277.54
21/04/2018,Sedan,35263,0,0.66,66,26697.21
22/04/2018,Van,57564,0,0.23,36,39022.93
23/04/2018,Crossover,42387,0,0.81,35,27470.59
24/04/2018,Truck,48974,0,0.57,24,43056.4
25/04/2018,Crossover,39921,0,0.71,45,29115.15
26/04/2018,SUV,44977,1,0.24,79,34367.6
27/04/2018,SUV,44112,0,0.27,32,26338.83
28/04/2018,Truck,49364,0,0.6,77,35031.04
29/04/2018,Wagon,39620,0,0.03,81,23162.13
30/04/2018,Convertible,51508,0,0.29,68,31029.05
01/05/2018,Convertible,61460,0,0.67,17,45774.63
02/05/2018,MISC_VEHICLE,27885,0,0.62,63,22360.64
03/05/2018,Pickup,48134,0,0.53,47,35613.74
04/05/2018,Hatchback,17355,0,0.48,16,10879.9
05/05/2018,Coupe,68680,0,0.62,37,57564.91
06/05/2018,Van,55152,0,0.6,32,46804.43
07/05/2018,Wagon,30892,0,0.83,14,23798.78
08/05/2018,Sedan,29959,0,0.06,33,17934.22
09/05/2018,Sedan,31793,1,0.34,35,24350.76
10/05/2018,Truck,52937,0,0.61,54,39950.1
11/05/2018,Sedan,24107,0,0.3,68,18145.23
12/05/2018,Crossover,28866,0,0.43,54,20036.12
13/05/2018,Crossover,37607,0,0.47,61,31636.22
14/05/2018,Wagon,34773,0,0.18,59,22100.31
15/05/2018,Coupe,53130,0,0.53,47,40491.31
16/05/2018,Coupe,70298,0,0.61,82,50150.08
17/05/2018,Van,42008,0,0.55,69,29037.78
18/05/2018,Pickup,68158,0,0.39,21,39089.78
19/05/2018,N/A,58509,1,0.55,78,39629.15
20/05/2018,Van,56167,1,0.55,61,50423.93
21/05/2018,SUV,46240,0,0.29,54,27303.29
22/05/2018,Coupe,55034,0,0.29,13,39129.2
23/05/2018,Convertible,46143,1,0.2,33,41572.93
24/05/2018,Sedan,22923,0,0.6,47,16713.14
25/05/2018,Wagon,32589,0,0.74,35,21839.08
26/05/2018,Coupe,67167,0,0.65,62,45410.9
27/05/2018,Hatchback,22068,0,0.39,39,17825.0
28/05/2018,Truck,47666,1,0.29,53,38171.2
29/05/2018,Crossover,27467,0,0.46,13,20982.38
30/05/2018,Wagon,53625,0,0.3,33,38171.83
31/05/2018,Sedan,28215,0,0.36,51,18720.74
01/06/2018,Pickup,74539,0,0.33,54,48525.84
02/06/2018,N/A,54994,0,0.2,80,35299.84
03/06/2018,Truck,61596,1,0.49,75,49817.34
04/06/2018,Wagon,37320,0,0.6,31,28455.74
05/06/2018,Pickup,79486,0,0.09,15,50451.79
06/06/2018,SUV,43851,0,0.68,44,35008.08
07/06/2018,Pickup,87653,0,0.79,20,68961.73
08/06/2018,Truck,62330,0,0.3,75,40468.81
09/06/2018,Convertible,49559,0,0.52,17,35176.58
10/06/2018,Pickup,49031,0,0.28,81,31182.47
11/06/2018,SUV,40028,0,0.35,47,27170.04
12/06/2018,Wagon,32044,0,0.41,79,24106.32
13/06/2018,Coupe,63909,1,0.26,40,53112.61
14/06/2018,Crossover,32303,0,0.33,76,20193.46
15/06/2018,Unknown,56874,1,0.85,59,50172.36
16/06/2018,Convertible,71977,0,0.31,12,50347.67
17/06/2018,Sedan,24319,1,0.28,28,19728.41
18/06/2018,Crossover,29914,0,0.46,42,21879.54
19/06/2018,Pickup,52428,1,0.39,61,45212.39
20/06/2018,Sedan,26604,1,0.52,12,17522.89
21/06/2018,Coupe,56347,1,0.46,45,48002.86
22/06/2018,Coupe,51339,1,0.14,27,41024.33
23/06/2018,Hatchback,19597,1,0.22,64,11722.46
24/06/2018,Crossover,41889,0,0.42,22,28640.93
25/06/2018,Van,41029,1,0.26,37,34007.12
26/06/2018,Truck,58875,0,0.4,72,44986.66
27/06/2018,Van,54032,0,0.42,30,35031.57
28/06/2018,Sedan,25254,0,0.62,41,20109.19
29/06/2018,Convertible,48341,1,0.91,37,47795.92
30/06/2018,Van,49326,0,0.44,77,29241.48
01/07/2018,Truck,54606,0,0.62,65,37543.89
02/07/2018,Pickup,55226,0,0.7,39,42976.73
03/07/2018,Sedan,22287,0,0.49,21,14616.88
04/07/2018,Coupe,46101,0,0.09,77,33483.6
05/07/2018,Pickup,52955,0,0.58,25,42086.69
06/07/2018,Coupe,54804,1,0.2,41,32641.28
07/07/2018,Truck,46426,0,0.64,78,35940.49
08/07/2018,Coupe,68409,0,0.69,20,50762.29
09/07/2018,Hatchback,33895,1,0.22,46,24863.13
10/07/2018,Van,38363,0,0.33,58,27888.83
11/07/2018,Hatchback,27159,0,0.48,84,19096.25
12/07/2018,Pickup,91747,0,0.68,50,68130.76
13/07/2018,Error,64081,0,0.5,77,40993.37
14/07/2018,Coupe,47002,0,0.61,26,37833.22
15/07/2018,Sedan,31289,0,0.14,58,19874.36
16/07/2018,SUV,45170,0,0.42,14,35234.7
17/07/2018,Van,35535,0,0.26,73,29757.42
18/07/2018,MISC_VEHICLE,45338,1,0.9,34,40346.48
19/07/2018,N/A,23061,0,0.29,57,13822.94
20/07/2018,Error,47758,0,0.39,73,38558.07
21/07/2018,Coupe,74051,0,0.39,31,52828.77
22/07/2018,Pickup,87993,0,0.43,16,54167.07
23/07/2018,Pickup,73300,0,0.02,72,47605.75
24/07/2018,Coupe,62721,0,0.75,78,42349.65
25/07/2018,Convertible,51707,0,0.48,16,34065.13
26/07/2018,Pickup,70569,0,0.51,41,47894.84
27/07/2018,Truck,56197,1,0.43,13,40299.92
28/07/2018,Hatchback,28348,0,0.24,62,22876.51
29/07/2018,Sedan,26710,0,0.25,62,20319.13
30/07/2018,Wagon,44151,0,0.07,79,28663.13
31/07/2018,Van,53648,0,0.17,31,31275.5
01/08/2018,SUV,36365,0,0.42,36,26698.59
02/08/2018,Pickup,62164,0,0.09,73,36099.2
03/08/2018,Unknown,59482,0,0.24,36,38189.69
04/08/2018,Hatchback,28370,0,0.49,20,19521.11
05/08/2018,SUV,41281,1,0.35,12,32018.95
06/08/2018,Pickup,66877,0,0.44,25,51819.39
07/08/2018,Convertible,58866,0,0.4,38,48517.14
08/08/2018,Convertible,59903,0,0.05,25,40932.85
09/08/2018,Crossover,29060,0,0.62,75,24280.71
10/08/2018,SUV,36395,0,0.47,22,28080.41
11/08/2018,Crossover,34020,1,0.38,39,25453.72
12/08/2018,Crossover,46361,1,0.17,49,28380.46
13/08/2018,Coupe,76029,0,0.88,65,66360.25
14/08/2018,Convertible,47724,0,0.46,50,37738.32
15/08/2018,Hatchback,31931,0,0.65,63,23131.42
16/08/2018,Van,47111,0,0.47,34,38637.0
17/08/2018,Wagon,33767,1,0.63,44,30092.49
18/08/2018,Sedan,30795,0,0.53,83,21968.19
19/08/2018,Convertible,51278,0,0.53,68,33503.12
20/08/2018,Convertible,52958,0,0.64,32,50085.84
21/08/2018,Van,33863,1,0.54,17,28476.41
22/08/2018,Hatchback,16301,0,0.58,39,14070.78
23/08/2018,Coupe,58639,0,0.83,26,41954.46
24/08/2018,Pickup,62637,0,0.24,62,46658.38
25/08/2018,Hatchback,21091,0,0.24,24,16861.95
26/08/2018,Truck,42228,0,0.19,37,30188.03
27/08/2018,Wagon,40018,0,0.37,79,23595.65
28/08/2018,Van,51284,0,0.53,13,33370.14
29/08/2018,Sedan,31820,0,0.51,65,20560.13
30/08/2018,Convertible,61897,0,0.21,62,34635.84
31/08/2018,Coupe,55495,1,0.21,60,41948.46
01/09/2018,Hatchback,18451,0,0.83,34,15096.71
02/09/2018,Wagon,38349,0,0.42,80,32792.97
03/09/2018,Van,42915,1,0.67,24,31421.46
04/09/2018,Crossover,37370,1,0.76,15,30833.77
05/09/2018,Wagon,40505,0,0.26,21,23401.09
06/09/2018,Pickup,86844,0,0.19,26,65259.13
07/09/2018,Convertible,52374,0,0.44,50,32637.93
08/09/2018,Crossover,32097,1,0.65,61,30685.99
09/09/2018,Crossover,37163,0,0.12,32,24774.11
10/09/2018,Coupe,44579,0,0.29,42,32510.33
11/09/2018,SUV,39645,0,0.48,80,28332.47
12/09/2018,SUV,49225,0,0.34,41,29502.64
13/09/2018,Sedan,29659,0,0.49,37,18486.67
14/09/2018,Sedan,23358,0,0.39,83,19497.76
15/09/2018,Wagon,42216,0,0.78,17,29557.63
16/09/2018,Pickup,40611,0,0.89,60,32103.87
17/09/2018,SUV,38064,1,0.48,47,37711.31
18/09/2018,Sedan,26987,0,0.37,54,19183.68
19/09/2018,Van,48980,0,0.9,26,42981.39
20/09/2018,Convertible,64746,0,0.66,76,55813.59
21/09/2018,Pickup,77089,0,0.52,72,55069.75
22/09/2018,Truck,55229,0,0.49,42,42435.47
23/09/2018,Pickup,44775,0,0.06,18,28963.59
24/09/2018,Van,51792,0,0.79,47,48202.19
25/09/2018,Convertible,64021,0,0.25,33,38361.9
26/09/2018,Truck,56667,0,0.1,15,36343.32
27/09/2018,Hatchback,22637,1,0.62,33,18929.34
28/09/2018,Wagon,45329,0,0.6,48,27445.83
29/09/2018,Wagon,29088,0,0.77,72,21905.89
30/09/2018,SUV,43318,0,0.1,53,25455.1
01/10/2018,Sedan,23677,0,0.35,24,17146.1
02/10/2018,Pickup,74295,0,0.08,72,50990.64
03/10/2018,SUV,37609,0,0.12,22,23454.78
04/10/2018,Convertible,62131,0,0.68,58,41959.68
05/10/2018,Hatchback,20595,1,0.2,17,15555.49
06/10/2018,Pickup,55462,0,0.12,65,37879.88
07/10/2018,Hatchback,28117,0,0.65,69,19519.62
08/10/2018,Pickup,82306,0,0.34,56,54195.77
09/10/2018,Hatchback,29471,0,0.72,78,23622.06
10/10/2018,Crossover,34385,0,0.3,64,22611.33
11/10/2018,Hatchback,27133,0,0.59,58,22755.47
12/10/2018,Convertible,46443,0,0.15,70,25421.51
13/10/2018,Truck,51835,0,0.3,44,35846.99
14/10/2018,Crossover,36649,0,0.17,44,26436.85
15/10/2018,Truck,52933,0,0.13,32,41390.66
16/10/2018,Hatchback,29606,0,0.15,22,20752.63
17/10/2018,Convertible,67502,1,0.76,30,66740.87
18/10/2018,Coupe,80137,0,0.26,23,55907.87
19/10/2018,Coupe,74163,0,0.7,81,59480.28
20/10/2018,Pickup,55346,0,0.42,21,41806.37
21/10/2018,Pickup,39697,0,0.22,63,28111.92
22/10/2018,Truck,44866,0,0.41,80,32081.09
23/10/2018,Convertible,61520,1,0.6,34,58004.26
24/10/2018,SUV,35822,0,0.24,80,21744.08
25/10/2018,Wagon,54500,0,0.76,44,35589.94
26/10/2018,Coupe,60910,1,0.52,65,51822.41
27/10/2018,Sedan,30265,0,0.17,56,19671.03
28/10/2018,Crossover,33516,0,0.44,53,19602.37
29/10/2018,Crossover,31615,0,0.48,20,21618.15
30/10/2018,Wagon,40147,1,0.58,35,30452.87
31/10/2018,SUV,38684,0,0.31,58,24193.46
01/11/2018,Sedan,23710,0,0.27,83,15451.3
02/11/2018,Pickup,84651,0,0.18,31,63649.34
03/11/2018,Crossover,28130,0,0.61,79,22805.59
04/11/2018,Truck,54914,1,0.48,75,50435.46
05/11/2018,Hatchback,17487,0,0.4,48,13217.51
06/11/2018,Sedan,23639,0,0.63,83,18623.32
07/11/2018,Coupe,75901,0,0.78,67,59814.76
08/11/2018,Crossover,29513,0,0.28,54,24506.3
09/11/2018,Van,48264,0,0.48,20,36314.8
10/11/2018,Sedan,35360,0,0.38,29,24360.56
11/11/2018,Unknown,23581,0,0.78,70,20388.78
12/11/2018,Sedan,28880,1,0.19,14,24069.38
13/11/2018,Crossover,39555,0,0.24,44,27116.81
14/11/2018,MISC_VEHICLE,70759,1,0.63,52,61408.55
15/11/2018,Hatchback,20607,1,0.66,33,16024.88
16/11/2018,Van,36700,0,0.73,75,28761.47
17/11/2018,Wagon,51068,0,0.12,44,34075.55
18/11/2018,SUV,41363,1,0.5,61,34130.7
19/11/2018,Van,49892,0,0.26,78,38351.67
20/11/2018,Truck,50055,1,0.03,72,29734.82
21/11/2018,Coupe,64715,0,0.21,66,39999.85
22/11/2018,Coupe,60093,0,0.65,61,36578.37
23/11/2018,Coupe,69153,1,0.56,23,50820.24
24/11/2018,Pickup,62640,1,0.66,80,47642.32
25/11/2018,Pickup,52534,0,0.61,77,43297.4
26/11/2018,Hatchback,32505,1,0.17,58,28038.65
27/11/2018,SUV,43441,0,0.74,40,32696.29
28/11/2018,Sedan,29642,1,0.19,46,24158.99
29/11/2018,Truck,44236,0,0.35,71,30612.82
30/11/2018,Sedan,30002,0,0.67,30,29396.05
01/12/2018,Sedan,23938,1,0.63,44,23668.08
02/12/2018,Convertible,63802,0,0.62,58,38578.58
03/12/2018,Truck,54680,0,0.38,71,35112.73
04/12/2018,Crossover,42334,0,0.81,72,28587.71
05/12/2018,SUV,47643,1,0.23,33,36679.13
06/12/2018,SUV,49469,0,0.51,66,36928.19
07/12/2018,Wagon,41172,0,0.04,13,23902.69
08/12/2018,Coupe,79220,1,0.24,39,67026.28
09/12/2018,Wagon,40519,0,0.26,62,25967.23
10/12/2018,Pickup,74332,0,0.74,77,68028.97
11/12/2018,Van,44427,0,0.62,49,28777.58
12/12/2018,Coupe,51305,1,0.7,26,37427.59
13/12/2018,Convertible,73246,0,0.68,28,52034.32
14/12/2018,Coupe,56044,1,0.51,73,40026.74
15/12/2018,Coupe,65827,1,0.25,82,55812.29
16/12/2018,Crossover,47137,0,0.42,55,24381.05
17/12/2018,Wagon,47301,0,0.79,24,36034.33
18/12/2018,Sedan,28168,0,0.69,14,20288.02
19/12/2018,Pickup,81017,1,0.53,27,65645.84
20/12/2018,Error,21263,0,0.14,42,15287.64
21/12/2018,SUV,44385,1,0.39,71,37581.11
22/12/2018,N/A,67585,0,0.43,50,47567.43
23/12/2018,SUV,42386,0,0.68,65,34886.16
24/12/2018,Truck,45908,0,0.49,36,35020.03
25/12/2018,Van,56397,1,0.0,74,40658.45
26/12/2018,Truck,52696,1,0.75,73,47890.07
27/12/2018,Truck,48015,1,0.5,62,39991.79
28/12/2018,SUV,33076,1,0.22,53,25164.53
29/12/2018,Wagon,35237,0,0.42,66,25019.73
30/12/2018,Pickup,63169,0,0.13,67,42043.27
31/12/2018,Coupe,40463,1,0.37,29,29332.11
01/01/2019,Pickup,53088,1,0.0,52,34090.49
02/01/2019,Sedan,31898,0,0.47,33,21215.65
03/01/2019,Van,50921,0,0.39,28,36680.56
04/01/2019,Truck,47698,0,0.67,29,34014.19
05/01/2019,Sedan,32088,1,0.46,46,28191.75
06/01/2019,Coupe,68585,0,0.24,46,46347.36
07/01/2019,Truck,52808,0,0.6,55,41725.97
08/01/2019,Wagon,51460,1,0.29,58,48568.28
09/01/2019,Wagon,32653,0,0.3,18,22295.77
10/01/2019,Pickup,84027,0,0.5,82,62488.63
11/01/2019,Coupe,73440,0,0.62,38,60503.83
12/01/2019,Wagon,40756,0,0.6,17,28920.23
13/01/2019,Truck,54877,1,0.64,35,49995.92
14/01/2019,Crossover,40185,1,0.23,67,26550.09
15/01/2019,Crossover,39131,0,0.29,37,24710.84
16/01/2019,Wagon,37917,1,0.42,77,28692.83
17/01/2019,Convertible,62533,0,0.66,35,38390.36
18/01/2019,Van,39835,0,0.22,41,26201.62
19/01/2019,Truck,63954,0,0.04,64,42412.49
20/01/2019,Crossover,32909,0,0.81,52,24990.14
21/01/2019,Coupe,73059,0,0.58,38,46967.42
22/01/2019,Van,58792,1,0.54,46,49092.72
23/01/2019,Wagon,44399,0,0.27,22,30880.34
24/01/2019,Pickup,44869,0,0.34,36,28814.39
25/01/2019,Crossover,42322,0,0.48,63,25907.87
26/01/2019,SUV,40790,0,0.0,15,28443.05
27/01/2019,Van,32823,0,0.26,83,24820.17
28/01/2019,Coupe,51340,0,0.28,43,30789.08
29/01/2019,Pickup,62647,1,0.29,83,47715.21
30/01/2019,SUV,47918,0,0.25,74,32449.69
31/01/2019,Truck,61434,0,0.6,38,44534.01
01/02/2019,Sedan,22566,0,0.69,44,14829.34
02/02/2019,Truck,57746,0,0.55,36,42946.19
03/02/2019,Sedan,30412,0,0.26,50,24382.81
04/02/2019,Van,59434,0,0.86,77,43693.99
05/02/2019,Sedan,32062,0,0.51,45,24370.46
06/02/2019,SUV,40474,0,0.17,69,27117.41
07/02/2019,Crossover,37271,1,0.72,28,36850.75
08/02/2019,SUV,47674,1,0.29,62,35146.89
09/02/2019,Coupe,77823,1,0.56,17,60633.54
10/02/2019,Unknown,39424,1,0.31,71,34276.23
11/02/2019,Sedan,31947,1,0.83,25,31503.27
12/02/2019,Van,60228,0,0.18,77,40105.35
